Id,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Val,Mo Sold,Yr Sold,MS_Zone_FV,MS_Zone_Misc,MS_Zone_RH,MS_Zone_RL,MS_Zone_RM,Lot_Shape_IR2,Lot_Shape_IR3,Lot_Shape_Reg,Land_Cont_HLS,Land_Cont_Low,Land_Cont_Lvl,Lot_Config_CulDSac,Lot_Config_FR2,Lot_Config_FR3,Lot_Config_Inside,NH_BrDale,NH_BrkSide,NH_ClearCr,NH_CollgCr,NH_Crawfor,NH_Edwards,NH_Gilbert,NH_IDOTRR,NH_MeadowV,NH_Mitchel,NH_NAmes,NH_NPkVill,NH_NWAmes,NH_NoRidge,NH_NridgHt,NH_OldTown,NH_Other,NH_SWISU,NH_Sawyer,NH_SawyerW,NH_Somerst,NH_StoneBr,NH_Timber,NH_Veenker,Cond_1_Feedr,Cond_1_Norm,Cond_1_PosA,Cond_1_PosN,Cond_1_RRAe,Cond_1_RRAn,Cond_1_RRNe,Cond_1_RRNn,Bldg_Type_2fmCon,Bldg_Type_Duplex,Bldg_Type_Twnhs,Bldg_Type_TwnhsE,House_Style_1.5Unf,House_Style_1Story,House_Style_2.5Fin,House_Style_2.5Unf,House_Style_2Story,House_Style_SFoyer,House_Style_SLvl,Roof_Style_Gable,Roof_Style_Gambrel,Roof_Style_Hip,Roof_Style_Mansard,Roof_Style_Shed,Ext_1_BrkFace,Ext_1_CemntBd,Ext_1_HdBoard,Ext_1_MetalSd,Ext_1_Other,Ext_1_Plywood,Ext_1_Stucco,Ext_1_VinylSd,Ext_1_Wd Sdng,Ext_1_WdShing,Ext_2_BrkFace,Ext_2_CmentBd,Ext_2_HdBoard,Ext_2_MetalSd,Ext_2_Other,Ext_2_Plywood,Ext_2_Stucco,Ext_2_VinylSd,Ext_2_Wd Sdng,Ext_2_Wd Shng,Mas_Vnr_BrkFace,Mas_Vnr_None,Mas_Vnr_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Central_Air_Y,Garage_Type_Attchd,Garage_Type_Basment,Garage_Type_BuiltIn,Garage_Type_CarPort,Garage_Type_Detchd,Garage_Type_NA,Total Bath,Total Area,Outside Amenity Area,pf_overall__Overall Qual,pf_overall__Gr Liv Area,pf_overall__Overall Qual^2,pf_overall__Overall Qual Gr Liv Area,pf_overall__Gr Liv Area^2,pf_garage__Garage Area,pf_garage__Garage Cars,pf_garage__Garage Finish,pf_garage__Garage Area^2,pf_garage__Garage Area Garage Cars,pf_garage__Garage Area Garage Finish,pf_garage__Garage Cars^2,pf_garage__Garage Cars Garage Finish,pf_garage__Garage Finish^2,pf_ext__Exter Qual,pf_ext__Exter Cond,pf_ext__Exter Qual^2,pf_ext__Exter Qual Exter Cond,pf_ext__Exter Cond^2,pf_bsmt__Bsmt Qual,pf_bsmt__Total Bsmt SF,pf_bsmt__Bsmt Cond,pf_bsmt__BsmtFin SF 1,pf_bsmt__Bsmt Exposure,pf_bsmt__Bsmt Qual^2,pf_bsmt__Bsmt Qual Total Bsmt SF,pf_bsmt__Bsmt Qual Bsmt Cond,pf_bsmt__Bsmt Qual BsmtFin SF 1,pf_bsmt__Bsmt Qual Bsmt Exposure,pf_bsmt__Total Bsmt SF^2,pf_bsmt__Total Bsmt SF Bsmt Cond,pf_bsmt__Total Bsmt SF BsmtFin SF 1,pf_bsmt__Total Bsmt SF Bsmt Exposure,pf_bsmt__Bsmt Cond^2,pf_bsmt__Bsmt Cond BsmtFin SF 1,pf_bsmt__Bsmt Cond Bsmt Exposure,pf_bsmt__BsmtFin SF 1^2,pf_bsmt__BsmtFin SF 1 Bsmt Exposure,pf_bsmt__Bsmt Exposure^2,pf_fire__Fireplaces,pf_fire__Fireplace Qu,pf_fire__Fireplaces^2,pf_fire__Fireplaces Fireplace Qu,pf_fire__Fireplace Qu^2,pf_mas__Mas Vnr Area,pf_mas__Mas_Vnr_Stone,pf_mas__Mas Vnr Area^2,pf_mas__Mas Vnr Area Mas_Vnr_Stone,pf_mas__Mas_Vnr_Stone^2,pf_year__Year Built,pf_year__Year Remod/Add,pf_year__Year Built^2,pf_year__Year Built Year Remod/Add,pf_year__Year Remod/Add^2,pf_rms__Full Bath,pf_rms__TotRms AbvGrd,pf_rms__Full Bath^2,pf_rms__Full Bath TotRms AbvGrd,pf_rms__TotRms AbvGrd^2,pf_total_qual__Overall Qual,pf_total_qual__Exter Qual,pf_total_qual__Kitchen Qual,pf_total_qual__Bsmt Qual,pf_total_qual__Heating QC,pf_total_qual__Overall Qual^2,pf_total_qual__Overall Qual Exter Qual,pf_total_qual__Overall Qual Kitchen Qual,pf_total_qual__Overall Qual Bsmt Qual,pf_total_qual__Overall Qual Heating QC,pf_total_qual__Exter Qual^2,pf_total_qual__Exter Qual Kitchen Qual,pf_total_qual__Exter Qual Bsmt Qual,pf_total_qual__Exter Qual Heating QC,pf_total_qual__Kitchen Qual^2,pf_total_qual__Kitchen Qual Bsmt Qual,pf_total_qual__Kitchen Qual Heating QC,pf_total_qual__Bsmt Qual^2,pf_total_qual__Bsmt Qual Heating QC,pf_total_qual__Heating QC^2,SalePrice
1512,908276140,80,62.0,7692,4,6,1954,1954,0.0,2,2,5,3,3,1,0.0,1,0.0,416.0,416.0,4,3,1204,0,0,1204,0.0,0.0,1,0,3,1,3,6,0,0,1954.0,1,1.0,312.0,2,0,0,0,0,0,0,0,0,11,2008,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0,1620.0,0,4.0,1204.0,16.0,4816.0,1449616.0,312.0,1.0,1.0,97344.0,312.0,312.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,5.0,416.0,3.0,0.0,3.0,25.0,2080.0,15.0,0.0,15.0,173056.0,1248.0,0.0,1248.0,9.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954.0,1954.0,3818116.0,3818116.0,3818116.0,1.0,6.0,1.0,6.0,36.0,4.0,2.0,3.0,5.0,4.0,16.0,8.0,12.0,20.0,16.0,4.0,6.0,10.0,8.0,9.0,15.0,12.0,25.0,20.0,16.0,100000
3,526351010,20,81.0,14267,6,6,1958,1958,108.0,2,2,3,3,1,5,923.0,1,0.0,406.0,1329.0,3,4,1329,0,0,1329,0.0,0.0,1,1,3,1,4,6,0,0,1958.0,1,1.0,312.0,2,393,36,0,0,0,0,0,12500,6,2010,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1.5,2658.0,429,6.0,1329.0,36.0,7974.0,1766241.0,312.0,1.0,1.0,97344.0,312.0,312.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,1329.0,3.0,923.0,1.0,9.0,3987.0,9.0,2769.0,3.0,1766241.0,3987.0,1226667.0,1329.0,9.0,2769.0,3.0,851929.0,923.0,1.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,11664.0,0.0,0.0,1958.0,1958.0,3833764.0,3833764.0,3833764.0,1.0,6.0,1.0,6.0,36.0,6.0,2.0,4.0,3.0,3.0,36.0,12.0,24.0,18.0,18.0,4.0,8.0,6.0,6.0,16.0,12.0,12.0,9.0,9.0,9.0,172000
2140,907202220,20,75.0,9675,5,6,1975,1975,0.0,2,2,3,3,1,4,330.0,3,432.0,102.0,864.0,3,4,879,0,0,879,0.0,0.0,1,0,3,1,3,5,0,0,1975.0,1,2.0,440.0,2,0,80,0,0,0,0,0,0,9,2007,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1.0,1743.0,80,5.0,879.0,25.0,4395.0,772641.0,440.0,2.0,1.0,193600.0,880.0,440.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,864.0,3.0,330.0,1.0,9.0,2592.0,9.0,990.0,3.0,746496.0,2592.0,285120.0,864.0,9.0,990.0,3.0,108900.0,330.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975.0,1975.0,3900625.0,3900625.0,3900625.0,1.0,5.0,1.0,5.0,25.0,5.0,2.0,3.0,3.0,3.0,25.0,10.0,15.0,15.0,15.0,4.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,120000
553,531477020,20,60.0,8400,4,4,1950,1950,0.0,1,1,3,2,1,1,0.0,1,0.0,721.0,721.0,4,4,841,0,0,841,0.0,0.0,1,0,2,1,3,4,0,0,1950.0,1,1.0,294.0,0,250,0,24,0,0,0,0,0,9,2009,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1.0,1562.0,274,4.0,841.0,16.0,3364.0,707281.0,294.0,1.0,1.0,86436.0,294.0,294.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,721.0,2.0,0.0,1.0,9.0,2163.0,6.0,0.0,3.0,519841.0,1442.0,0.0,721.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950.0,1950.0,3802500.0,3802500.0,3802500.0,1.0,4.0,1.0,4.0,16.0,4.0,1.0,3.0,3.0,4.0,16.0,4.0,12.0,12.0,16.0,1.0,3.0,3.0,4.0,9.0,9.0,12.0,9.0,12.0,16.0,82000
2594,535354130,50,50.0,7500,6,6,1947,1950,0.0,2,2,3,3,1,1,0.0,1,0.0,784.0,784.0,5,3,900,412,0,1312,0.0,0.0,1,1,3,1,3,6,0,0,1953.0,1,2.0,649.0,2,0,28,0,0,0,0,0,0,10,2006,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1.5,2096.0,28,6.0,1312.0,36.0,7872.0,1721344.0,649.0,2.0,1.0,421201.0,1298.0,649.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,784.0,3.0,0.0,1.0,9.0,2352.0,9.0,0.0,3.0,614656.0,2352.0,0.0,784.0,9.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947.0,1950.0,3790809.0,3796650.0,3802500.0,1.0,6.0,1.0,6.0,36.0,6.0,2.0,3.0,3.0,5.0,36.0,12.0,18.0,18.0,30.0,4.0,6.0,6.0,10.0,9.0,9.0,15.0,9.0,15.0,25.0,127000
1314,902305080,75,60.0,9600,6,5,1917,1950,0.0,2,2,4,3,1,3,319.0,1,0.0,416.0,735.0,2,4,1134,924,0,2058,0.0,0.0,1,1,3,1,3,8,1,4,1950.0,1,2.0,396.0,1,0,0,259,0,0,0,0,0,4,2008,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5,2793.0,259,6.0,2058.0,36.0,12348.0,4235364.0,396.0,2.0,1.0,156816.0,792.0,396.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,735.0,3.0,319.0,1.0,16.0,2940.0,12.0,1276.0,4.0,540225.0,2205.0,234465.0,735.0,9.0,957.0,3.0,101761.0,319.0,1.0,1.0,4.0,1.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,1917.0,1950.0,3674889.0,3738150.0,3802500.0,1.0,8.0,1.0,8.0,64.0,6.0,2.0,3.0,4.0,2.0,36.0,12.0,18.0,24.0,12.0,4.0,6.0,8.0,4.0,9.0,12.0,6.0,16.0,8.0,4.0,129500
366,527182110,120,0.0,5814,8,5,1984,1984,0.0,3,2,4,3,3,6,1036.0,1,0.0,184.0,1220.0,4,4,1360,0,0,1360,1.0,0.0,1,0,1,1,4,4,1,5,1984.0,2,2.0,565.0,2,63,0,0,0,0,0,0,0,8,2009,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2.0,2580.0,63,8.0,1360.0,64.0,10880.0,1849600.0,565.0,2.0,2.0,319225.0,1130.0,1130.0,4.0,4.0,4.0,3.0,2.0,9.0,6.0,4.0,4.0,1220.0,3.0,1036.0,3.0,16.0,4880.0,12.0,4144.0,12.0,1488400.0,3660.0,1263920.0,3660.0,9.0,3108.0,9.0,1073296.0,3108.0,9.0,1.0,5.0,1.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,1984.0,1984.0,3936256.0,3936256.0,3936256.0,1.0,4.0,1.0,4.0,16.0,8.0,3.0,4.0,4.0,4.0,64.0,24.0,32.0,32.0,32.0,9.0,12.0,12.0,12.0,16.0,16.0,16.0,16.0,16.0,16.0,187500
1462,907255060,20,0.0,14860,8,5,2002,2003,240.0,3,2,5,3,4,6,1538.0,1,0.0,240.0,1778.0,5,4,1786,0,0,1786,1.0,0.0,2,0,3,1,4,6,1,4,2002.0,2,3.0,715.0,2,182,35,0,0,0,0,0,0,6,2008,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3.0,3564.0,217,8.0,1786.0,64.0,14288.0,3189796.0,715.0,3.0,2.0,511225.0,2145.0,1430.0,9.0,6.0,4.0,3.0,2.0,9.0,6.0,4.0,5.0,1778.0,3.0,1538.0,4.0,25.0,8890.0,15.0,7690.0,20.0,3161284.0,5334.0,2734564.0,7112.0,9.0,4614.0,12.0,2365444.0,6152.0,16.0,1.0,4.0,1.0,4.0,16.0,240.0,0.0,57600.0,0.0,0.0,2002.0,2003.0,4008004.0,4010006.0,4012009.0,2.0,6.0,4.0,12.0,36.0,8.0,3.0,4.0,5.0,5.0,64.0,24.0,32.0,40.0,40.0,9.0,12.0,15.0,15.0,16.0,20.0,20.0,25.0,25.0,25.0,300000
2541,534250300,60,0.0,14803,6,5,1971,1971,252.0,2,2,3,3,1,3,416.0,1,0.0,409.0,825.0,4,4,1097,896,0,1993,0.0,0.0,2,1,4,1,3,8,1,4,1971.0,2,2.0,495.0,2,0,66,0,0,0,0,2,0,6,2006,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2.5,2818.0,66,6.0,1993.0,36.0,11958.0,3972049.0,495.0,2.0,2.0,245025.0,990.0,990.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,825.0,3.0,416.0,1.0,9.0,2475.0,9.0,1248.0,3.0,680625.0,2475.0,343200.0,825.0,9.0,1248.0,3.0,173056.0,416.0,1.0,1.0,4.0,1.0,4.0,16.0,252.0,0.0,63504.0,0.0,0.0,1971.0,1971.0,3884841.0,3884841.0,3884841.0,2.0,8.0,4.0,16.0,64.0,6.0,2.0,3.0,3.0,4.0,36.0,12.0,18.0,18.0,24.0,4.0,6.0,6.0,8.0,9.0,9.0,12.0,9.0,12.0,16.0,190000
2088,905480090,50,50.0,7550,4,5,1920,1950,0.0,1,1,3,2,1,1,0.0,1,0.0,951.0,951.0,2,4,986,376,0,1362,0.0,0.0,2,0,4,1,3,7,0,0,1920.0,1,1.0,280.0,1,0,0,0,0,0,0,3,0,3,2007,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2313.0,0,4.0,1362.0,16.0,5448.0,1855044.0,280.0,1.0,1.0,78400.0,280.0,280.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,951.0,2.0,0.0,1.0,9.0,2853.0,6.0,0.0,3.0,904401.0,1902.0,0.0,951.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920.0,1950.0,3686400.0,3744000.0,3802500.0,2.0,7.0,4.0,14.0,49.0,4.0,1.0,3.0,3.0,2.0,16.0,4.0,12.0,12.0,8.0,1.0,3.0,3.0,2.0,9.0,9.0,6.0,9.0,6.0,4.0,96000
527,528480130,60,65.0,8125,7,5,2006,2007,100.0,3,2,4,3,1,6,812.0,1,0.0,280.0,1092.0,5,4,1112,438,0,1550,1.0,0.0,2,0,2,1,4,7,0,0,2007.0,3,2.0,438.0,2,0,168,0,0,0,0,0,0,10,2009,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,3.0,2642.0,168,7.0,1550.0,49.0,10850.0,2402500.0,438.0,2.0,3.0,191844.0,876.0,1314.0,4.0,6.0,9.0,3.0,2.0,9.0,6.0,4.0,4.0,1092.0,3.0,812.0,1.0,16.0,4368.0,12.0,3248.0,4.0,1192464.0,3276.0,886704.0,1092.0,9.0,2436.0,3.0,659344.0,812.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,10000.0,100.0,1.0,2006.0,2007.0,4024036.0,4026042.0,4028049.0,2.0,7.0,4.0,14.0,49.0,7.0,3.0,4.0,4.0,5.0,49.0,21.0,28.0,28.0,35.0,9.0,12.0,12.0,15.0,16.0,16.0,20.0,16.0,20.0,25.0,241000
1824,532376090,20,40.0,13673,5,5,1962,1962,0.0,2,3,3,3,1,1,0.0,1,0.0,1140.0,1140.0,3,4,1696,0,0,1696,0.0,0.0,1,1,3,1,3,8,1,3,1962.0,2,1.0,349.0,2,0,30,0,0,0,0,0,0,3,2007,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1.5,2836.0,30,5.0,1696.0,25.0,8480.0,2876416.0,349.0,1.0,2.0,121801.0,349.0,698.0,1.0,2.0,4.0,2.0,3.0,4.0,6.0,9.0,3.0,1140.0,3.0,0.0,1.0,9.0,3420.0,9.0,0.0,3.0,1299600.0,3420.0,0.0,1140.0,9.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1962.0,1962.0,3849444.0,3849444.0,3849444.0,1.0,8.0,1.0,8.0,64.0,5.0,2.0,3.0,3.0,3.0,25.0,10.0,15.0,15.0,15.0,4.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,143900
2918,923228180,160,21.0,1533,4,5,1970,1970,0.0,2,2,3,3,1,3,408.0,1,0.0,138.0,546.0,3,4,546,546,0,1092,0.0,0.0,1,1,3,1,3,5,0,0,1970.0,1,1.0,286.0,2,0,0,0,0,0,0,0,0,12,2006,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1.5,1638.0,0,4.0,1092.0,16.0,4368.0,1192464.0,286.0,1.0,1.0,81796.0,286.0,286.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,546.0,3.0,408.0,1.0,9.0,1638.0,9.0,1224.0,3.0,298116.0,1638.0,222768.0,546.0,9.0,1224.0,3.0,166464.0,408.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970.0,1970.0,3880900.0,3880900.0,3880900.0,1.0,5.0,1.0,5.0,25.0,4.0,2.0,3.0,3.0,3.0,16.0,8.0,12.0,12.0,12.0,4.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,87550
49,528180070,120,61.0,7658,9,5,2005,2005,412.0,4,2,5,3,1,6,456.0,1,0.0,1296.0,1752.0,5,4,1752,0,0,1752,1.0,0.0,2,0,2,1,5,6,1,4,2005.0,2,2.0,576.0,2,196,82,0,0,0,0,0,0,2,2010,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3.0,3504.0,278,9.0,1752.0,81.0,15768.0,3069504.0,576.0,2.0,2.0,331776.0,1152.0,1152.0,4.0,4.0,4.0,4.0,2.0,16.0,8.0,4.0,5.0,1752.0,3.0,456.0,1.0,25.0,8760.0,15.0,2280.0,5.0,3069504.0,5256.0,798912.0,1752.0,9.0,1368.0,3.0,207936.0,456.0,1.0,1.0,4.0,1.0,4.0,16.0,412.0,0.0,169744.0,0.0,0.0,2005.0,2005.0,4020025.0,4020025.0,4020025.0,2.0,6.0,4.0,12.0,36.0,9.0,4.0,5.0,5.0,5.0,81.0,36.0,45.0,45.0,45.0,16.0,20.0,20.0,20.0,25.0,25.0,25.0,25.0,25.0,25.0,319900
2332,527210050,60,63.0,12292,9,5,2006,2006,184.0,3,2,5,4,4,6,205.0,1,0.0,889.0,1094.0,5,4,1102,1371,0,2473,0.0,0.0,2,1,4,1,4,11,1,4,2006.0,3,3.0,675.0,2,246,39,0,0,0,0,0,0,7,2006,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2.5,3567.0,285,9.0,2473.0,81.0,22257.0,6115729.0,675.0,3.0,3.0,455625.0,2025.0,2025.0,9.0,9.0,9.0,3.0,2.0,9.0,6.0,4.0,5.0,1094.0,4.0,205.0,4.0,25.0,5470.0,20.0,1025.0,20.0,1196836.0,4376.0,224270.0,4376.0,16.0,820.0,16.0,42025.0,820.0,16.0,1.0,4.0,1.0,4.0,16.0,184.0,0.0,33856.0,0.0,0.0,2006.0,2006.0,4024036.0,4024036.0,4024036.0,2.0,11.0,4.0,22.0,121.0,9.0,3.0,4.0,5.0,5.0,81.0,27.0,36.0,45.0,45.0,9.0,12.0,15.0,15.0,16.0,20.0,20.0,25.0,25.0,25.0,356383
826,906380100,20,122.0,11923,9,5,2007,2007,0.0,3,2,5,3,1,1,0.0,1,0.0,1800.0,1800.0,5,4,1800,0,0,1800,0.0,0.0,2,0,2,1,5,7,0,0,2007.0,3,2.0,702.0,2,288,136,0,0,0,0,0,0,5,2009,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2.0,3600.0,424,9.0,1800.0,81.0,16200.0,3240000.0,702.0,2.0,3.0,492804.0,1404.0,2106.0,4.0,6.0,9.0,3.0,2.0,9.0,6.0,4.0,5.0,1800.0,3.0,0.0,1.0,25.0,9000.0,15.0,0.0,5.0,3240000.0,5400.0,0.0,1800.0,9.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,2007.0,4028049.0,4028049.0,4028049.0,2.0,7.0,4.0,14.0,49.0,9.0,3.0,5.0,5.0,5.0,81.0,27.0,45.0,45.0,45.0,9.0,15.0,15.0,15.0,25.0,25.0,25.0,25.0,25.0,25.0,239000
